Sentence,Label
"
Did your boyfriend comment on the fact that Clement looks like a
walking ad for Brillo pad hair replacement therapy? The guy's just a
stuffed shirt who thinks he's the greatest hockey analyst since Howie
Meeker (for gosh sakes). I'll take Schoenie any day.

George
",-1
"
This is incorrect.  This year the Pens had 61 games on ""free"" TV and 6
games on PPV.  Next year they will have 62 games on free TV and 22 on 
a subscription basis.  

You actually get 1 more free game than last year, and there will be no
more ""radio-only"" games.

Its a good deal.  Last year, everybody bitched about Baldwin ""breaking
up the team"".  Now, he goes out of his way to keep the nucleus of this
team together and that takes money.  He comes up with a creative way
to generate more revenue so he can afford this team, and people bitch
some more.

Everybody wants something for nothing.

Dean

-- ",-1
"
How was this trade bad? I seem to recall Ratelle and Middleton making a pretty
good centre - right wing combination, and the Bruins also got Brad Park in the
deal (and they also lost Vadnais and somebody else). After the trade, the 
Bruins were in two finals and one semi-final, all of which, of course, they 
lost to Montreal (which should please you to no end). I doubt, however, keeping
Esposito would have made a difference in those series, as he did not for
the Rangers in '79 (or any of his years in Boston, for that matter).

Riston
-- 
Riston",-1
"

That's why we have expansion - to create more jobs. NHL teams can't afford to
import role players from Europe, they pick the stars but will continue to build
their teams around local players.

I'd *LOVE* to see a European NHL division but can't see it happen for some
time. There's simply not enough fan interest at the moment in several
""crucial"" markets like Germany, Italy and France while Sweden and Finland
probably can't afford to shell out $20-$30 for tickets the way
American/Canadian fans do. Call it ""the Minnesota North Stars"" effect:
Scandinavians do love hockey but we prefer to watch local, inexpensive
hockey to the NHL. The National Hockey League should love the idea, though.
Pan-European TV channels such as Eurosport could bring in the millions the
American networks likely never will pay.",-1
"As the subject suggests the Flames were not impressive this afternoon,
dropping a 6-3 decision to the LA Kings. Most of the Flames neglected
to show up, especially in their own zone, as the Kings hit at least
five posts! The Flames best line was probably
Skrudland-Paslawski-Berube (which tells how bad the Flames were). Gary
Suter scored a great goal (in fact all three Flame goals were scored
by D-men - Yawney and Dahlquist getting the others), but also made
some bonehead plays. For the Kings, Pat Conacher was especially
impressive. 

The games was VERY chippy, as Dan Mirouelli lost control early and
never recovered it; there were high-sticks, cross-checks, punches,
hits from behind. Fleury got a game misconduct for rubbing out Warren
Rychel from behind. Flames dominated the game physically, but failed
to take advantage due to horrendous defensive lapses (I don't think
Vernon can be blamed for any of the goals). Calgary went with 7 D-men,
as Roger Johansson played LW; he looked lost IMHO - I hope King
inserts Chris Lindbergh, Paul Kruse, or Sergei Makarov for Wednesday's
game. Gretzky left the game in the 2nd period with a charley-horse; no
idea how serious - he didn't return.

I still think the Flames should win this series, but they better
buckle down.",-1
"I'm starting an informal poll on goalie masks. I'd like to know
who's mask you think looks the best. I've always like Curtis Joseph's
of the Blues the best. Anyway, send your nominations to me, or post your
vote here on r.s.h. My e-mail adress is: gtd597a@prism.gatech.edu

	Thanks for your time.
",-1
"
Ok, but have you seen Tabaracci play yet?  In his two starts and
his relief effort for Beaupre, he has looked mighty sharp - don't
forget the shutout.  I think he's let in just four goals over eight
periods of play.  I like Hrivnak, but we might actually have to give
some credit to David Poile for a change after this trade.

Hopefully if Tabaracci starts against the Isles tonight, I haven't
jinxed him.",-1
"
Do you realize how many smiles are crossing faces after you wrote that?
(-;

gld",-1
"This is an all-point team for the Canadian NHLers who are not playoff bound...

GOALIES
Bill Ranford, Edmonton
Sean Burke, Hartford
Peter Sidorkiewicz, Ottawa

DEFENSEMEN
Zarley Zalapski, Hartford
Norm MacIver, Ottawa
Garry Galley, Philadelphia
Greg Hawgood, Philadelphia
Dave Manson, Edmonton
Mark Tinordi, Minnesota

CENTERS
Mark Messier, N. Y. Rangers
Geoff Sanderson, Hartford
Brian Bradley, Tampa Bay
Rod Brind'Amour, Philadelphia

LEFT WINGS
Adam Graves, N. Y. Rangers
Chris Kontos, Tampa Bay
Patrick Poulin, Hartford
Shayne Corson, Edmonton

RIGHT WINGS
Pat Verbeek, Hartford
Russ Courtnall, Minnesota
Mike Gartner, N. Y. Rangers
Kevin Dineen, Philadelphia",-1
"You think that's bad?  I'm in Bowling Green, OH, and we get ABC from
Toledo.  Well, the cable co. decided to totally pre-empt the game (no tape
delay, no nothing) for a stupid telethon!  Hockey is very big around here,
too.  I had to listen to ""my"" Penguins win on my car radio out in the
parking lot.  I can just be thankful for a strong radio because being 230
miles from Pittsburgh, the reception usually isn't good at all.  I can't
believe I picked it up during the middle of the day.",-1
"The mission to revive hockey at UMass is now underway. At the  4 PM Saturday
afternoon press conference held at the new Mullins Center Arena - former
Boston College Asst. Coach Joe Mallen was awarded the 4 year, $85,000/year
contract as Head Coach for the UMass Minutemen. 

Mallen was the third viable pick for the position, right behind Jeff Jackson
(Lake Superior) and second behind Shawn Walsh (UMaine). Previous offers for 
the position were rumored to have been offered to the asst. coaches of
Brown, RPI and the head coach of the AHL Springfield Indians.

UMass hockey was disbanded in 1979 due to financial constraints that had
undermined the team's position over a period of years. In late November
of last year, the $52 million Mullins Sports Center was opened following
its one year construction deadline. 

The Minutemen are slated to play an independent Div II/Div III schedule this
upcoming winter before officially entering Hockey East for the Winter 1994
season. Mallen has yet to comment on player recruitment strategies or
potential team candidates for the Minutemen - it is expected that he will
leverage off his inside contacts within New England, the Bay State and
Europe to draw on competitive, top ice players for the University.

UMass has slated 18 hockey scholarships for the upcoming Fall semester ; 
expect to hear more from me as I hear more from my sources.

.... J.D.


+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
Jim Doyle 	Univ. of Massachusetts - Dept. of Computer Science

Staff Programmer	PUMA/DCC/CNET	 email:	doyle@gaia.cs.umass.edu",-1
"I can't believe that the NY Rangers would force its 
players to go to Binghamtom to play in the AHL playoffs instead
of letting them represent their countries in the World Championships.

Anderrson and Zubov are waiting for the NHL to make a decision to this,
while Kovalev has given in and gone down to the minors.

The Rangers are a disgrace.

ps. it has been reported that Neil Smith was very much against
the hiring of Mike Keenan. How long will Smith be in NY for?",-1
"Well, thanks to everyone who has entered so far.  There are at least 40
entries, and hopefully more people will enter before the deadline, which
is 7:30 pm Today, Sunday, April 18, 1993!  In the interest of fairness,
since I will win anyway, I feel it is only right to actually tell everyone
my picks, so that you all won't cry ""rigged"" after I declare myself the
winner.  Here they are:


	Series			Your Pick		Games

   Division Semifinals

Pittsburgh-New Jersey		Pittsburgh		5
Washington-NY Islanders	NY Islanders		6

Boston-Buffalo			Boston			5
Quebec-Montreal			Quebec			7

Chicago-St. Louis		Chicago			4
Detroit-Toronto			Detroit			6

Vancouver-Winnipeg		Winnipeg		7
Calgary-Los Angeles		Calgary			7

   Division Finals

Patrick				Pittsburgh		6
Adams				Quebec			7
Norris				Chicago			7
Smythe				Calgary

   Conference Finals

Wales				Pittsburgh		5
Campbell			Chicago			4


Stanley Cup winner		Pittsburgh		6

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",-1
"Does anyone have the addresses to any of the following hockey teams
located in the Czech/Slovak Republics, Finland, Russia or Sweden?
Any information on how to find these addresses would also be appreciated.

Aik
Assat
Brynas
Budejovice
Chelabinsk
Djurgarden
Dynamo
Eskulap
Espoo
Farjestad
Frolunda
HPK
HV-71
Hifk
Ilves
JYP HT
Jihlava
Jokerit
Jokp
Kalpa
Khimik
Kladno
Kristall
Lada
Leksand
Litvinov
Lukko
Lulea
Malmo
Metallurg
Modo
Olomouc
Pardubice
Red Army
Rogle
Skoda
Slovan
Soviet Wings
Sparta
Spartak
TPS
Tappara
Trencin
Tuto
Vantaa
Vasteras
Yaroslavl
Zlin
",-1
" 
 
  That's true, but according to your stats, Chicago has just as good a
record as Toronto.  It's interesting that you should list Toronto ahead
of Chicago.",-1
"
Local to the Joe Louis Arena? You mean local to Olympia Stadium, where
Red Wings games were played until fairly recently (early 80s comes to
mind). As far as I know, the rest of the post is basically correct. If
what you meant by local was simply Detroit and I'm being incredibly
picky, okay, sorry about that.
",-1
"Does anyone recieve annoying email from Roger Maynard whenever they post an
article telling them to leave him alon and stop posting to the group??
These emails are filled with insults- more than are usual in Roger's posts
and have little if any hockey info.
I have recieved two in the last 2 days.
I am just wondering if I am special or Roger trys to bully everyone who
disagrees with him.

Gregmeister

Obligatory hockey comment:",-1
"

NOOOOOOOOOOOOOOOOO!  Who's the mindscheme(?) behind this one -- Ted
Simmons?  As the saying goes, ""If it ain't broke, don't fix it.""  I'm 230
miles from home (during the school year) and will never be able to pick up
DVE.  At least now I can sort of make out what Mike and Steigy say through
all the static on KDKA.  This just may be enough reason for me to transfer
to Duquesne and live at home.  Who's going to announce on DVE anyway? 
Paulson and Krenn?  (Just kidding.)",-1
"




Sheesh.  The rumor mill strikes again.  But let's just assume this were true.
My question is this:

What would Montreal give San Jose if the Sharks got first pick and took Daigle?
",-1
"Well, I looked at the scoring plan I had, and have decided to modify it. 
Here is the new, finalized scoring:

Pick 1st round winner, way off on games:	2
""     ""    ""     ""     pick within one game:	3
""     ""    ""     ""     pick exact games:	4

Pick 2nd round winner, way off on games:	4
""     ""    ""     ""     pick within one game:	5
""     ""    ""     ""     pick exact games:	7

Pick conference champ, way off on games:	7
""	""	""      pick within one game:	10
""	""	""      pick exact games:	13

Pick Stanley Cup winner, way off on games:	13
""	""    ""	   ""	pick within one game:	17
""	""    ""	   ""	pick exact games:	20
Pick loser in 7, series goes 7:			2
Pick loser in 7, game 7 decided in OT:		4

These are now final.  Anyone needing a copy of the entry sheet, email me
at the address below. 

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",-1
"Here are the standings after the April 6 update.  I'll be leaving for Japan
in 1.5 hours, and I won't be back until April 17.  Consequently, I will not
post  the week 27 results until April 18.  Email sent between April 13 and
April 18 will be processed using the numbers available April 18.

	- Andrew

USENET Hockey Draft Standings
Week 26

Posn	Team				Pts	Proj	Cash	Last Posn

1.	Dave Wessels                    1478	1575.3	1.9	(1)
2.	Gilles Carmel                   1389	1533.8	56.3	(5)
3.	Bob Hill                        1418	1530.8	24.0	(2)
4.	The Awesome Oilers              1366	1509.9	68.6	(3)
5.	Seppo Kemppainen                1372	1508.9	47.2	(6)
6.	Mak ""The Knife"" Paranjape       1376	1501.8	31.0	(4)
7.	Hillside Raiders                1397	1490.7	7.0	(7)
8.	Jan Stein                       1354	1478.8	35.3	(9)
9.	Rangers Of Destiny              1346	1472.5	42.0	(10)
10.	this years model                1368	1471.8	17.6	(8)
11.	Tapio Repo                      1354	1461.0	19.6	(12)
12.	FRANK'S BIG FISH                1341	1448.3	22.0	(14)
13.	The Underachievers              1309	1446.5	65.4	(16)
14.	On Thin Ice                     1333	1445.5	32.3	(11)
15.	Lindros Losers                  1349	1436.9	1.7	(13)
16.	littlest giants                 1319	1435.7	35.6	(15)
17.	Go Flames                       1290	1422.6	64.4	(17)
18.	Mopar Muscle Men                1328	1411.7	3.7	(19)
19.	DIE Penguin Bandwaggoners       1304	1409.7	20.2	(18)
20.	Samuel Lau (Calgary, Alberta)   1298	1383.2	4.9	(21)
21.	General Accounting Office       1272	1373.8	20.9	(22)
22.	Migods Menschen                 1259	1367.0	31.6	(20)
23.	Boomer's Boys                   1285	1366.1	0.2	(23)
24.	Delaware Wombats                1285	1356.2	1.3	(24)
25.	Wellsy's Buttheads DEC NH       1223	1354.4	52.6	(27)
26.	Rocky Mountain High             1270	1349.3	1.8	(29)
27.	Fife Flyers                     1232	1346.3	31.4	(26)
28.	Gerald Olchowy                  1231	1343.0	33.7	(25)
29.	Fluide Glacial                  1246	1338.5	18.0	(28)
30.	Gaoler                          1227	1318.3	11.2	(30)
31.	SmegHeads                       1238	1313.0	0.3	(32)
32.	The Young And The Skateless     1185	1299.7	42.9	(31)
33.	Artic Storm                     1179	1291.8	39.3	(43)
34.	Sam & His Dogs                  1206	1289.0	11.6	(33)
35.	Neural Netters                  1199	1287.9	11.3	(35)
36.	Youngbucs                       1157	1286.6	101.7	(34)
37.	Soft Swedes                     1154	1275.3	46.9	(58)
38.	Jeff Horvath                    1188	1262.7	5.6	(39)
39.	Yan The Man Loke                1180	1261.3	0.7	(40)
40.	Milton Keynes Kings             1180	1259.6	2.8	(42)
41.	Hamster from Hoboken            1178	1257.5	8.7	(36)
42.	Le Fleur de Lys                 1159	1257.3	25.3	(46)
43.	ice legion                      1157	1256.6	28.8	(37)
44.	Simmonac                        1133	1254.4	87.6	(44)
45.	Kuehn Crushers                  1137	1253.1	45.1	(72)
46.	The Finnish Force               1149	1249.4	22.5	(48)
47.	Streaks                         1117	1247.1	54.8	(38)
48.	Legion of Hoth                  1156	1246.3	15.8	(52)
49.	Goaldingers                     1146	1240.6	22.0	(45)
50.	Grant Marven                    1155	1236.0	2.9	(50)
51.	bemybaby                        1161	1235.2	7.3	(49)
52.	T C OverAchievers               1162	1232.8	2.9	(47)
53.	Skriko Wolves                   1151	1232.4	5.4	(53)
54.	Bozrah Bruins                   1117	1230.7	45.2	(41)
55.	Brian Bergman                   1132	1229.3	23.3	(51)
56.	LIPPE                           1132	1214.7	13.9	(65)
57.	Randy Coulman                   1140	1214.5	5.2	(56)
58.	LAMP LIGHTERS                   1138	1214.2	5.9	(66)
59.	Dave Snell                      1089	1212.5	182.5	(60)
60.	Steven And Mark Dream Team      1133	1210.6	3.1	(53)
61.	Houdini's Magicians             1126	1209.9	18.3	(59)
62.	Real Bad Toe Jam                1096	1208.6	48.9	(63)
63.	rec.sport.hockey choices        1137	1208.3	1.3	(63)
64.	Iowa Hockeyes                   1118	1205.7	16.3	(55)
65.	buffalo soldiers                1085	1204.6	62.1	(57)
66.	Indianapolis Bennies            1114	1200.6	20.8	(67)
67.	Bloom County All Stars          1121	1199.2	4.3	(61)
68.	Tom                             1109	1194.0	13.1	(68)
69.	Phil and Kev's Karma Dudes      1121	1192.6	0.8	(69)
70.	AIK Exiles                      1078	1188.1	34.5	(70)
71.	Doug Bowles                     1099	1186.4	20.0	(62)
72.	Bruins                          1117	1184.9	0.1	(75)
73.	smithw                          1095	1184.3	21.0	(71)
74.	The Great Pumpkin               1057	1178.6	54.4	(73)
75.	shooting seamen                 1111	1177.8	0.1	(77)
76.	Frank Worthless                 1099	1176.6	6.3	(82)
77.	NON!                            1089	1175.7	16.4	(74)
78.	Invisible Inc                   1104	1173.5	1.1	(79)
79.	Brad Gibson                     1075	1169.0	27.2	(89)
80.	Chubby Checkers                 1074	1165.6	16.3	(85)
81.	PLP Fools                       1092	1164.8	0.1	(76)
82.	John Zupancic                   1063	1164.2	27.1	(78)
83.	Staffan Axelsson                1082	1163.0	15.1	(80)
84.	David Wong                      1038	1162.5	66.1	(87)
85.	Kortelaisen Kovat               1041	1160.7	164.1	(92)
86.	Chocolate Rockets               1083	1158.9	2.5	(83)
87.	Ken DeCruyenaere                1078	1158.8	5.0	(94)
88.	Cougarmania                     1061	1154.7	24.8	(86)
89.	garryola                        1073	1152.9	9.7	(81)
90.	Derrill's Dastardly Dozen       1062	1149.6	22.1	(88)
91.	No Namers                       1033	1147.6	58.2	(91)
92.	The Campi Machine               1022	1145.8	65.3	(90)
93.	Gary Bergman Fan Club           1071	1145.1	5.1	(98)
94.	Fisher Dirtbags                 1073	1144.1	0.7	(93)
95.	KODIAKS                         1076	1141.0	1.3	(84)
96.	Arsenal Maple Leafs             1066	1136.0	3.8	(99)
97.	The Kamucks                     1020	1134.1	76.1	(105)
98.	BSC Oranienburg                 1067	1132.1	7.1	(102)
99.	Bloodgamers                     1018	1127.1	42.1	(97)
100.	Ellis Islanders                 1055	1125.5	7.6	(100)
101.	Mombasa Mosquitos               1053	1125.4	6.1	(95)
102.	Edelweiss                       1049	1122.8	2.9	(101)
103.	Zachmans Wingers                1006	1117.7	49.8	(103)
104.	Wormtown Woosbags               1001	1114.6	72.6	(96)
105.	Dirty White Socks               1008	1113.6	43.4	(106)
106.	Hurricane Andrew                1040	1113.5	7.6	(104)
107.	Larry                           1034	1113.2	11.8	(109)
108.	VoteNoOct26                     1010	1108.5	31.8	(108)
	Bruce's Rented Mules            1033	1108.5	11.9	(110)
110.	King Suke                       1042	1108.2	0.1	(112)
111.	Teem Kanada                     1030	1105.3	16.0	(115)
112.	Bjoern Leaguen                  987	1104.7	61.4	(123)
113.	Frank's Follies                 1020	1101.2	24.2	(117)
114.	Neil Younger                    985	1100.9	77.7	(120)
115.	Het Schot Is Hard               1027	1100.8	18.1	(121)
116.	PSV Dartmouth                   1033	1100.7	7.1	(107)
117.	Pond Slime                      1034	1096.8	0.7	(111)
118.	Stanford Ice Hawks              1008	1096.5	28.2	(114)
119.	SPUDS                           1019	1096.4	12.6	(113)
120.	Mark Sanders                    1020	1091.9	11.1	(116)
121.	Oklahoma Stormchasers           1004	1089.9	28.3	(137)
122.	Timo Ojala                      1015	1084.2	0.3	(130)
123.	Nesbitt                         1025	1083.0	1.1	(118)
124.	Aye Carumba!!!                  1016	1082.4	3.9	(124)
125.	Kokudo Keikaku Bunnies          976	1081.2	40.3	(119)
126.	Blue Talon                      1007	1080.0	13.3	(129)
127.	Apricot Fuzzfaces               1001	1078.3	23.3	(125)
128.	Haral                           1013	1077.8	7.3	(122)
129.	garys team                      995	1076.5	17.1	(126)
130.	Late Night with David Letterman 1013	1075.3	0.0	(133)
131.	Arctic Circles                  974	1075.2	37.6	(132)
132.	The Lost Poots                  1000	1072.9	6.7	(127)
	Seattle PFTB                    988	1072.9	22.9	(134)
134.	boutch 92-93                    987	1071.5	20.0	(135)
135.	Dirty Rotten Puckers            1001	1071.2	1.2	(147)
136.	Flying Kiwis                    998	1069.8	9.1	(130)
	Cluster Buster                  996	1069.8	7.6	(136)
138.	Scott Glenn                     999	1068.7	10.2	(142)
139.	Dree Hobbs                      988	1068.5	13.4	(146)
140.	GO BRUINS                       999	1066.6	6.2	(144)
141.	Le Groupe MI                    975	1065.4	30.2	(141)
142.	team gold                       992	1065.1	16.7	(128)
143.	Closet Boy's Boys               955	1063.4	48.0	(140)
144.	Gary Bill Pens Dynasty          982	1063.2	19.6	(151)
	McKees Rocks Rockers            998	1063.2	5.1	(151)
146.	Tim Rogers                      987	1061.9	8.1	(148)
147.	Andy Y F WONG                   982	1061.1	21.5	(143)
148.	Buttered Waffles                947	1059.6	46.0	(145)
149.	Bob's Blues                     951	1059.2	46.8	(139)
150.	Princeton Canucks               945	1058.9	124.2	(154)
151.	GO HABS GO                      989	1058.7	8.0	(149)
152.	Wembley LostWeekenders          998	1057.6	0.3	(157)
153.	Wild Hearted Sons               993	1057.5	4.9	(138)
154.	Einstein's Rock Band            994	1054.8	0.0	(160)
155.	Tap                             989	1053.0	0.5	(150)
156.	Goddess Of Fermentation         964	1051.0	30.2	(156)
157.	HUNTERS & COLLECTORS            945	1050.6	42.4	(163)
158.	Dr Joel Fleishman               985	1048.7	3.7	(159)
159.	furleys furies                  983	1048.6	3.6	(153)
160.	convex stars                    979	1047.9	5.6	(161)
161.	Les Nordiques                   939	1046.9	60.4	(155)
162.	MY TEAM                         932	1045.3	174.8	(167)
163.	Hubert's Hockey Homeboys        980	1043.9	0.6	(162)
	Book 'em Danno's Bushbabies     977	1043.9	10.5	(169)
165.	riding the pine                 956	1038.7	20.7	(158)
166.	Sundogs                         975	1037.1	0.4	(166)
167.	Jeff Nimeroff                   927	1037.0	48.8	(172)
168.	Slap Shot Marco                 930	1036.0	51.8	(164)
169.	Daryl Turner                    976	1035.8	2.4	(179)
170.	The Dreamers                    921	1033.1	63.7	(180)
171.	East City Jokers                919	1031.6	69.1	(173)
172.	Flowers                         921	1031.4	113.6	(168)
173.	Satan's Choice                  961	1030.1	14.5	(171)
174.	The Leafs Rule!!!!              943	1030.0	25.8	(165)
175.	Pierre Mailhot                  969	1029.9	2.6	(174)
176.	voyageurs                       968	1029.4	2.7	(170)
177.	Spinal Tap                      928	1029.1	41.4	(176)
178.	San Jose Mahi Mahi              939	1026.7	31.8	(185)
	Stimpy ADG Zeta                 949	1026.7	21.0	(182)
180.	Jeff Bachovchin                 916	1024.7	46.7	(175)
181.	Bulldogs                        941	1024.5	23.4	(184)
182.	LANA Inc                        940	1021.0	27.3	(177)
183.	Big Bad Bruins                  939	1020.6	18.5	(186)
184.	Mike Mac Cormack Sydney NS CAN  904	1019.1	107.2	(183)
185.	Darse Billings                  925	1017.8	34.7	(178)
186.	Chappel's Chumps                934	1017.6	24.0	(181)
187.	JimParker                       903	1014.5	179.0	(192)
188.	Republican Dirty Tricksters     894	1008.0	66.0	(189)
189.	Enforcers                       924	1007.8	28.1	(191)
190.	Absolut Lehigh                  937	1007.7	8.9	(190)
191.	Yellow Plague                   933	1005.0	14.2	(187)
192.	Dr.D And The S.O.D.             929	1003.8	17.1	(198)
193.	Bunch of Misfits                916	1003.3	23.8	(188)
194.	Ninja Turtles                   942	1000.8	1.3	(194)
195.	Great Expectations              934	999.3	2.3	(196)
196.	Cherry Bombers                  939	998.1	1.2	(200)
197.	Henry's Bar B Q                 941	998.0	0.7	(195)
198.	Robyns Team                     907	993.5	30.0	(198)
199.	Team Melville                   891	991.8	46.9	(202)
200.	Umpire 4 life                   919	990.9	11.1	(193)
201.	Acadien                         914	988.9	18.3	(197)
202.	Kaufbeuren Icebreakers          894	988.2	37.6	(207)
203.	Firebirds                       926	986.5	3.9	(201)
204.	Jayson's Kinky Pucks            904	986.1	26.9	(203)
205.	Cobra's Killers                 891	982.5	31.7	(208)
206.	Outlaws                         871	981.6	164.9	(206)
207.	Kuta Papercuts                  912	981.5	18.5	(204)
208.	Killer Apes                     902	979.9	24.3	(205)
209.	DARMAN'S Dragons                896	979.4	28.3	(211)
210.	Roger Smith                     882	978.2	39.6	(212)
211.	Those 1st few weeks hurt!       862	975.1	55.9	(210)
212.	Thundering Herd                 860	972.8	163.6	(218)
213.	IKEA Wholesale                  910	970.2	1.7	(214)
214.	Believe it or dont              895	968.7	21.1	(215)
215.	fred mckim                      861	966.8	93.0	(217)
216.	400 Hurricane                   880	966.4	32.1	(216)
217.	Creeping Death                  886	965.0	21.3	(220)
218.	Knee Injuries                   897	964.9	10.4	(213)
219.	The 200 Club                    902	964.7	6.8	(209)
220.	Crazy Euros                     888	962.1	17.9	(219)
221.	Frack Attack                    875	961.8	27.3	(226)
222.	Todd's Turkeys                  898	957.0	1.9	(229)
223.	Ryan's Renegades                858	956.4	50.9	(225)
224.	Cafall and Crew                 862	955.9	38.3	(222)
225.	pig vomit                       894	955.2	1.3	(227)
226.	Ice Strykers                    848	954.4	105.4	(221)
227.	Fighting Geordies               850	954.1	141.6	(223)
228.	CDN Stuck in Alabama            886	945.7	10.3	(231)
229.	Ship's Way                      884	943.4	8.7	(233)
230.	Swillbellies                    870	942.8	18.7	(228)
231.	Oz                              851	941.8	35.0	(235)
232.	Chris of Death                  835	939.3	83.6	(234)
233.	Banko's Beer Rangers            875	938.6	4.2	(230)
234.	NY Flames                       872	938.1	7.8	(232)
235.	Laubsters II                    828	937.4	201.6	(237)
236.	dayton bomber                   882	935.1	0.0	(241)
237.	Zipper Heads                    847	931.7	33.9	(224)
238.	Ninja Bunnies                   826	928.1	44.9	(236)
239.	Joliet Inmates                  832	926.0	45.8	(239)
240.	Widefield White Wolves          832	924.1	36.9	(242)
241.	Daves Team                      834	920.9	32.0	(238)
242.	Great Scott                     814	917.8	73.3	(240)
243.	South Carolina Tiger Paws       806	915.1	78.4	(243)
244.	SANDY'S SABRES                  854	910.8	4.7	(245)
245.	Florida Tech Burgh Team         809	904.6	49.3	(250)
246.	The Ice Holes                   850	903.9	2.7	(246)
247.	Leos Blue Chips                 845	902.9	10.4	(244)
248.	For xtc                         837	897.8	8.2	(248)
249.	roadrunners                     826	895.9	18.5	(249)
250.	Mudville Kings                  816	894.0	27.6	(251)
251.	Redliners                       820	890.8	15.9	(253)
252.	Pat Phillips                    827	889.1	10.1	(247)
253.	New Jersey Rob                  835	883.0	0.7	(252)
254.	Stewart Clamen                  821	869.4	1.6	(255)
255.	Demon Spawn                     782	860.1	25.0	(254)
256.	Sunnyvale Storm                 772	813.5	0.2	(256)
257.	Allez les Blues                 713	810.7	476.9	(257)
258.	Up For Sale Hockey Club         725	795.0	23.0	(260)
259.	Petes Picks                     689	788.1	168.5	(258)
260.	RINACO                          682	781.6	114.0	(259)
261.	Brenz Revenge                   669	718.5	4.0	(261)
262.	Dinamo Riga                     571	663.8	571.6	(262)
-- 
Andrew Scott                    | andrew@idacom.hp.com
HP IDACOM Telecom Operation     | (403) 462-0666 ext. 253",-1
"



Good comeback, Rog.  Your quick wit and intelligence continues to
amaze everyone.
",-1
"I think that NHLPA' 93 is the best video game available now.
of course many things could be done better, but i really appreciate that
the names of players are the real ones, no matter if it lacks some logos...
I am still playing it since November leading different teams to the finals
and making scorers from the same team compete for the top scoring:
Yesterday I won the title using Toronto against Hartford (4 games to two),
I played the playoffs in a 7 games fashion (5 minutes for each period) and
the best scorer and shooter was Gilmour (116 shots if I remember well)
-- 
_____________________________________________________

  Iskander AYARI",-1
"
Pray for the Wings to become lazy and overconfident...the Wings
can only lose the series...Toronto cannot win it.  Take away
Doug Gilmour and the Leafs are an old Tampa Bay.

The Leafs deserve a lot of credit for their diligent effort
during the regular season...but if Detroit puts in a reasonable
effort, this is not a contest.",-1
"I should have guessed. It's time for the annual Pittsburgh Penguins
whine-a-thon. Bowman was complaning about cheap shots by the Devils in
Game 1. I'm sorry, Mr. Bowman, you're a great coach, but those ""cheap
shots"" were nothing compared to what's going to come. Also, I guess you
were only able to notice the cheap shots made by the guys not in white.
It's amazing what those black and gold colored glasses will do. 

PS - Nice dive on that high stick Mario. Everyone knew it was a high
stick, you could have stayed on your feet and saved your diving talent
for later.",-1
"  Game two of the Detroit - Toronto series will be a rougher game.  I believe
that Clark will be coming out hitting on all cylindars.  I believe that Probert
will take exception to this and a fight between Clark and Probert will result.
  I know this sounds kind of ridiculous, but I know game two Toronto will come
out hitting.
  Any takers on this issue?
",-1
"3. With Soderstrom and Roussel, why the hell would the Flyers want to
   pick up an older and slumping Roy?

(BYW, I could come up with a group of players they'd trade for.... but
they wouldn't be from the same team.)
",-1
"
",-1
"Well I just read in the Boston Globe that while not confirming
(or denying) anything, Walsh may end up with the Rangers organizations
as an (assistant Coach?).  Keenan has talked with Walsh in the past
(he came up to see Kariya as he will be coaching him in the worlds,
funny I guess he got to watch the Ferraro brothers as well.....) I'm
not sure if walsh will go, but if Keenan is getting 700,000 and walsh
even gets 100,000 that's a 30% pay raise for walsh (not to mention
a nice career move....) Anyone from New York Hear anything about
this????????

               Pat Ellis




P.S.  GO BRUINS    GO UMAINE BLACK BEARS    42-1-2       NUMBER 1......

                   HOCKEY EAST REGULARS SEASON CHAMPIONS.....
                   HOCKEY EAST TOURNAMENT CHAMPIONS>......
                   PAUL KARIYA, HOBEY BAKER AWARD WINNER.......
         NCAA DIV. 1 HOCKEY TOURNAMENT CHAMPIONS!!!!!!!!!!!!!!!!!!!
",-1
"
Agreed here...I'll never forget Dan Kelly calling the play-by-play in the '87
Canada Cup.  He was masterful!

And Danny Gallivan will _never_ be replaced; even now when I watch HNIC I
remember his voice...when I see an Al MacInnis or Al Iafrate (hey, what's with
these guys named Al who can shoot??) shot from the point I still think
""blistering blast""...THN had a tribute to Gallivan in the issue following his
death; in the story they included a quote from one of the games he did.  It
went: 

""It appears Risebrough has pugnaciously construed that check,"" he said, ""and 
will undoubtedly make a visitation to the box of punition.""

Classic, vintage Gallivan!  He's sorely missed.  So here's to two of the best
there was and best that ever will be.
",-1
